user_id,session,type,x,y,time
0,0,0,3625,68,0.05451393127441406
0,0,0,3625,68,0.0020232200622558594
0,0,0,3625,69,0.0009686946868896484
0,0,0,3625,70,0.002023935317993164
0,0,0,3624,70,0.0009679794311523438
0,0,0,3624,71,0.0009984970092773438
0,0,0,3623,72,0.000995635986328125
0,0,0,3622,72,0.000997304916381836
0,0,0,3622,73,0.0009975433349609375
0,0,0,3621,74,0.0009984970092773438
0,0,0,3620,75,0.0009958744049072266
0,0,0,3620,76,0.0009980201721191406
0,0,0,3619,77,0.0009965896606445312
0,0,0,3618,78,0.0009975433349609375
0,0,0,3617,79,0.0009970664978027344
0,0,0,3616,80,0.0
0,0,0,3615,81,0.0009980201721191406
0,0,0,3614,82,0.0009968280792236328
0,0,0,3613,84,0.0009975433349609375
0,0,0,3612,85,0.0009970664978027344
0,0,0,3610,87,0.0009975433349609375
0,0,0,3609,88,0.000997781753540039
0,0,0,3608,89,0.0009970664978027344
0,0,0,3607,92,0.0009980201721191406
0,0,0,3606,93,0.0009975433349609375
0,0,0,3605,94,0.0009961128234863281
0,0,0,3604,94,0.000997304916381836
0,0,0,3602,97,0.0009980201721191406
0,0,0,3601,98,0.0009970664978027344
0,0,0,3600,100,0.000997781753540039
0,0,0,3599,101,0.0009965896606445312
0,0,0,3597,103,0.000997304916381836
0,0,0,3596,104,0.0009982585906982422
0,0,0,3595,106,0.000997304916381836
0,0,0,3594,107,0.0009965896606445312
0,0,0,3593,110,0.0009970664978027344
0,0,0,3590,111,0.0009980201721191406
0,0,0,3589,113,0.0009970664978027344
0,0,0,3588,116,0.000997304916381836
0,0,0,3585,117,0.0009970664978027344
0,0,0,3584,119,0.0009970664978027344
0,0,0,3582,122,0.0009975433349609375
0,0,0,3581,124,0.0009970664978027344
0,0,0,3578,126,0.0009975433349609375
0,0,0,3577,129,0.0009982585906982422
0,0,0,3574,131,0.0009968280792236328
0,0,0,3573,132,0.000997304916381836
0,0,0,3571,136,0.0009968280792236328
0,0,0,3569,138,0.0009989738464355469
0,0,0,3568,139,0.0009970664978027344
0,0,0,3565,143,0.0009965896606445312
0,0,0,3563,145,0.0009970664978027344
0,0,0,3560,148,0.0009970664978027344
0,0,0,3559,150,0.0009968280792236328
0,0,0,3557,154,0.0009980201721191406
0,0,0,3554,157,0.000997781753540039
0,0,0,3552,159,0.0009965896606445312
0,0,0,3549,162,0.0009975433349609375
0,0,0,3548,164,0.0009968280792236328
0,0,0,3545,166,0.0009975433349609375
0,0,0,3543,169,0.000997781753540039
0,0,0,3540,173,0.0009968280792236328
0,0,0,3538,175,0.0009970664978027344
0,0,0,3534,179,0.000997781753540039
0,0,0,3531,182,0.0009968280792236328
0,0,0,3529,184,0.0009984970092773438
0,0,0,3526,188,0.000997781753540039
0,0,0,3524,191,0.0009958744049072266
0,0,0,3521,193,0.0009982585906982422
0,0,0,3519,197,0.000997304916381836
0,0,0,3515,200,0.000997781753540039
0,0,0,3512,204,0.0009980201721191406
0,0,0,3510,206,0.0009953975677490234
0,0,0,3507,209,0.0009975433349609375
0,0,0,3503,213,0.0009970664978027344
0,0,0,3499,217,0.0009975433349609375
0,0,0,3496,219,0.0009984970092773438
0,0,0,3492,223,0.0009968280792236328
0,0,0,3490,226,0.0009968280792236328
0,0,0,3487,230,0.0009975433349609375
0,0,0,3483,232,0.00099945068359375
0,0,0,3481,235,0.000995635986328125
0,0,0,3477,239,0.0009980201721191406
0,0,0,3474,243,0.0009963512420654297
0,0,0,3470,245,0.0009965896606445312
0,0,0,3466,248,0.0
0,0,0,3462,252,0.0009968280792236328
0,0,0,3460,256,0.0009975433349609375
0,0,0,3456,259,0.0
0,0,0,3452,263,0.000997304916381836
0,0,0,3449,265,0.0009970664978027344
0,0,0,3445,269,0.0009968280792236328
0,0,0,3441,272,0.0009982585906982422
0,0,0,3437,274,0.000997304916381836
0,0,0,3433,278,0.0009961128234863281
0,0,0,3430,281,0.0009975433349609375
0,0,0,3427,283,0.000997304916381836
0,0,0,3421,288,0.0009970664978027344
0,0,0,3417,290,0.0009975433349609375
0,0,0,3415,294,0.000997304916381836
0,0,0,3411,297,0.000997304916381836
0,0,0,3407,300,0.0009989738464355469
0,0,0,3403,304,0.0009963512420654297
0,0,0,3399,306,0.000997781753540039
0,0,0,3396,309,0.0009975433349609375
0,0,0,3392,311,0.0009958744049072266
0,0,0,3389,314,0.0009982585906982422
0,0,0,3385,318,0.0009970664978027344
0,0,0,3378,322,0.0009980201721191406
0,0,0,3375,325,0.0009970664978027344
0,0,0,3371,328,0.0009968280792236328
0,0,0,3368,330,0.0009992122650146484
0,0,0,3363,333,0.0009951591491699219
0,0,0,3360,337,0.000997781753540039
0,0,0,3356,340,0.0009968280792236328
0,0,0,3352,342,0.0009975433349609375
0,0,0,3348,345,0.0009970664978027344
0,0,0,3344,347,0.0009984970092773438
0,0,0,3340,351,0.0009970664978027344
0,0,0,3334,354,0.0009970664978027344
0,0,0,3331,357,0.0009975433349609375
0,0,0,3327,360,0.0009975433349609375
0,0,0,3323,364,0.0009961128234863281
0,0,0,3319,366,0.0009984970092773438
0,0,0,3315,369,0.0009975433349609375
0,0,0,3311,371,0.0009970664978027344
0,0,0,3307,374,0.0009970664978027344
0,0,0,3301,377,0.0009968280792236328
0,0,0,3297,379,0.0009982585906982422
0,0,0,3293,382,0.0009970664978027344
0,0,0,3288,386,0.0009963512420654297
0,0,0,3284,389,0.0009987354278564453
0,0,0,3280,392,0.0009968280792236328
0,0,0,3276,394,0.0
0,0,0,3273,395,0.000997781753540039
0,0,0,3268,398,0.0009975433349609375
0,0,0,3264,402,0.0009970664978027344
0,0,0,3260,404,0.0009975433349609375
0,0,0,3256,406,0.0009963512420654297
0,0,0,3252,409,0.0009975433349609375
0,0,0,3248,411,0.000997781753540039
0,0,0,3244,414,0.000997781753540039
0,0,0,3240,418,0.0009963512420654297
0,0,0,3236,419,0.0
0,0,0,3233,422,0.000997304916381836
0,0,0,3229,425,0.0009975433349609375
0,0,0,3225,426,0.0
0,0,0,3221,428,0.0
0,0,0,3217,431,0.0
0,0,0,3211,434,0.0
0,0,0,3209,436,0.0009965896606445312
0,0,0,3205,438,0.0
0,0,0,3201,440,0.0
0,0,0,3195,443,0.0
0,0,0,3192,446,0.0
0,0,0,3188,448,0.0
0,0,0,3184,450,0.0
0,0,0,3181,452,0.0
0,0,0,3177,453,6.890296936035156e-05
0,0,0,3173,456,0.0010008811950683594
0,0,0,3170,459,0.0009970664978027344
0,0,0,3166,461,0.000997304916381836
0,0,0,3162,462,0.0009968280792236328
0,0,0,3158,465,0.0009968280792236328
0,0,0,3154,468,0.000997781753540039
0,0,0,3150,469,0.0
0,0,0,3146,472,0.0009465217590332031
0,0,0,3142,473,0.0010006427764892578
0,0,0,3140,475,0.0
0,0,0,3136,477,0.000997781753540039
0,0,0,3132,479,0.0009975433349609375
0,0,0,3130,480,0.0009961128234863281
0,0,0,3126,483,0.0009982585906982422
0,0,0,3123,486,0.000997304916381836
0,0,0,3119,487,0.0009975433349609375
0,0,0,3115,490,0.000997304916381836
0,0,0,3112,491,0.0009963512420654297
0,0,0,3109,493,0.0009984970092773438
0,0,0,3107,494,0.0
0,0,0,3103,497,0.000997781753540039
0,0,0,3100,498,0.0010328292846679688
0,0,0,3097,501,0.0
0,0,0,3093,502,0.0
0,0,0,3090,503,0.0009965896606445312
0,0,0,3088,506,0.0010135173797607422
0,0,0,3085,507,0.00017499923706054688
0,0,0,3081,510,0.0009996891021728516
0,0,0,3078,511,0.000997781753540039
0,0,0,3075,513,0.0009188652038574219
0,0,0,3073,515,0.0009672641754150391
0,0,0,3070,517,0.0011065006256103516
0,0,0,3066,518,0.0010008811950683594
0,0,0,3064,520,0.0009818077087402344
0,0,0,3060,522,0.00099945068359375
0,0,0,3059,523,0.0009970664978027344
0,0,0,3056,524,0.000997781753540039
0,0,0,3052,526,0.0009965896606445312
0,0,0,3049,528,0.0009982585906982422
0,0,0,3047,529,0.000888824462890625
0,0,0,3044,532,0.00099945068359375
0,0,0,3042,533,0.00113677978515625
0,0,0,3038,534,0.0010001659393310547
0,0,0,3036,537,0.0008571147918701172
0,0,0,3033,538,0.0009996891021728516
0,0,0,3031,539,0.00011372566223144531
0,0,0,3029,540,0.00099945068359375
0,0,0,3026,542,0.0009982585906982422
0,0,0,3024,544,0.000997304916381836
0,0,0,3020,545,0.0009965896606445312
0,0,0,3017,547,0.0009992122650146484
0,0,0,3015,548,0.000995635986328125
0,0,0,3013,549,0.000997781753540039
0,0,0,3011,551,0.000997304916381836
0,0,0,3008,551,0.0009970664978027344
0,0,0,3005,553,0.000997781753540039
0,0,0,3004,554,0.0009922981262207031
0,0,0,3002,555,0.0010013580322265625
0,0,0,3000,555,0.0
0,0,0,2997,557,0.0009970664978027344
0,0,0,2995,558,0.0009968280792236328
0,0,0,2993,558,0.0009968280792236328
0,0,0,2992,561,0.0009965896606445312
0,0,0,2989,562,0.0
0,0,0,2987,562,0.0009622573852539062
0,0,0,2985,563,0.000997781753540039
0,0,0,2984,564,0.000997304916381836
0,0,0,2981,565,0.0009984970092773438
0,0,0,2980,565,0.0009961128234863281
0,0,0,2978,566,0.0009961128234863281
0,0,0,2977,567,0.0
0,0,0,2975,568,0.0009989738464355469
0,0,0,2974,568,0.0
0,0,0,2973,569,0.0
0,0,0,2971,569,0.0006616115570068359
0,0,0,2970,570,0.0
0,0,0,2969,571,0.0
0,0,0,2968,571,0.0
0,0,0,2966,572,0.0
0,0,0,2965,573,0.0009984970092773438
0,0,0,2964,573,0.0009481906890869141
0,0,0,2963,574,0.0010249614715576172
0,0,0,2962,574,0.0003695487976074219
0,0,0,2960,576,0.0010161399841308594
0,0,0,2959,577,0.0009815692901611328
0,0,0,2958,577,0.0009965896606445312
0,0,0,2957,578,0.0
0,0,0,2956,578,0.0010023117065429688
0,0,0,2955,579,0.0
0,0,0,2954,580,0.0
0,0,0,2953,580,0.0009906291961669922
0,0,0,2952,581,0.0009655952453613281
0,0,0,2949,581,0.0
0,0,0,2947,582,0.0019922256469726562
0,0,0,2947,583,0.0
0,0,0,2946,583,0.0
0,0,0,2944,584,0.0006556510925292969
0,0,0,2943,584,0.0
0,0,0,2942,585,0.001969575881958008
0,0,0,2941,586,0.0
0,0,0,2940,586,0.0
0,0,0,2939,586,0.0
0,0,0,2938,587,0.0
0,0,0,2937,587,0.0009703636169433594
0,0,0,2936,588,0.000997304916381836
0,0,0,2935,588,0.0010209083557128906
0,0,0,2934,589,0.0
0,0,0,2933,589,0.00039505958557128906
0,0,0,2933,590,0.0009992122650146484
0,0,0,2932,590,0.0009975433349609375
0,0,0,2931,590,0.0010194778442382812
0,0,0,2930,591,0.0
0,0,0,2929,591,0.00033402442932128906
0,0,0,2928,592,0.0010006427764892578
0,0,0,2927,592,0.0009970664978027344
0,0,0,2927,593,0.0007920265197753906
0,0,0,2926,593,0.001001596450805664
0,0,0,2925,593,0.0010254383087158203
0,0,0,2924,594,0.0009698867797851562
0,0,0,2923,594,0.0009963512420654297
0,0,0,2922,595,0.002017974853515625
0,0,0,2921,595,0.0008761882781982422
0,0,0,2920,596,0.0010013580322265625
0,0,0,2919,597,0.0019791126251220703
0,0,0,2918,597,0.0009713172912597656
0,0,0,2917,597,0.0005638599395751953
0,0,0,2916,597,0.0010013580322265625
0,0,0,2916,598,0.0
0,0,0,2915,598,0.0009684562683105469
0,0,0,2914,599,0.0005755424499511719
0,0,0,2913,599,0.0018768310546875
0,0,0,2912,599,0.0
0,0,0,2912,600,0.0
0,0,0,2911,600,0.0009968280792236328
0,0,0,2910,600,0.002572298049926758
0,0,0,2909,601,0.0009996891021728516
0,0,0,2908,601,0.001924276351928711
0,0,0,2907,602,0.002000093460083008
0,0,0,2906,603,0.0030024051666259766
0,0,0,2905,603,0.0020012855529785156
0,0,0,2904,603,0.002077817916870117
0,0,0,2903,604,0.002929210662841797
0,0,0,2902,604,0.002987384796142578
0,0,0,2901,605,0.003032684326171875
0,0,0,2900,605,0.003979682922363281
0,0,0,2899,605,0.004002809524536133
0,0,0,2899,606,0.0
0,0,0,2898,606,0.0036721229553222656
0,0,0,2897,606,0.003568887710571289
0,0,0,2897,607,0.0
0,0,0,2896,607,0.0034041404724121094
0,0,0,2895,607,0.004000186920166016
0,0,0,2895,608,0.003858327865600586
0,0,0,2894,608,0.001028299331665039
0,0,0,2893,608,0.005113124847412109
0,0,0,2892,608,0.00500035285949707
0,0,0,2892,609,0.0005705356597900391
0,0,0,2891,609,0.006509065628051758
0,0,0,2890,609,0.009111881256103516
0,0,0,2890,609,0.1731281280517578
