user,session,time,x,y,rotation
12,3355,1363966348535,421,595,1
12,3355,1363966348551,421,595,1
12,3355,1363966348910,421,595,1
12,3355,1363966348925,421,595,1
12,3355,1363966348925,421,595,1
12,3355,1363966348941,421,595,1
12,3355,1363966348941,421,595,1
12,3355,1363966348957,421,595,1
12,3355,1363966349284,421,595,1
12,3355,1363966349300,421,595,1
12,3355,1363966349315,421,595,1
12,3355,1363966349315,421,595,1
12,3355,1363966349331,421,595,1
12,3355,1363966349705,421,593,1
12,3355,1363966349721,421,593,1
12,3355,1363966349737,421,593,1
12,3355,1363966349737,421,593,1
12,3355,1363966349752,421,593,1
12,3355,1363966349752,421,593,1
12,3355,1363966350127,418,598,1
12,3355,1363966350142,418,599,1
12,3355,1363966350142,418,599,1
12,3355,1363966350158,418,599,1
12,3355,1363966350158,418,599,1
12,3355,1363966350579,418,599,1
12,3355,1363966350610,418,599,1
12,3355,1363966350626,418,599,1
12,3355,1363966350641,418,599,1
12,3355,1363966350657,418,599,1
14,3300,1363965125410,310,613,1
14,3300,1363965125440,310,616,1
14,3300,1363965125460,310,617,1
14,3300,1363965125490,310,617,1
14,3300,1363965126063,315,682,1
14,3300,1363965126088,315,682,1
14,3300,1363965126108,315,682,1
14,3300,1363965126143,315,682,1
14,3309,1363965377777,292,710,1
14,3309,1363965377810,292,710,1
14,3309,1363965377842,293,710,1
14,3309,1363965378199,295,716,1
14,3309,1363965378215,295,716,1
14,3309,1363965378230,295,716,1
14,3309,1363965378261,295,716,1
14,3309,1363965378549,295,716,1
14,3309,1363965378551,295,716,1
14,3309,1363965378561,295,716,1
14,3309,1363965378579,295,716,1
14,3309,1363965378895,295,716,1
14,3309,1363965378897,295,716,1
14,3309,1363965378905,295,716,1
14,3309,1363965378912,295,716,1
14,3309,1363965378930,295,716,1
14,3309,1363965379249,296,712,1
14,3309,1363965379265,296,712,1
14,3309,1363965379280,296,712,1
14,3309,1363965379296,296,712,1
14,3309,1363965379296,296,712,1
14,3317,1363965561628,219,884,1
14,3317,1363965561893,219,884,1
14,3317,1363965562011,219,884,1
14,3317,1363965568342,226,711,-1
14,3317,1363965568374,226,711,-1
14,3317,1363965568405,226,711,-1
14,3317,1363965568452,226,711,-1
14,3337,1363965983135,436,705,1
14,3337,1363965983150,436,705,1
14,3337,1363965983166,436,705,1
14,3337,1363965983182,436,705,1
14,3337,1363965983213,437,705,1
14,3337,1363965983509,437,705,1
14,3337,1363965983525,437,705,1
14,3337,1363965983540,437,705,1
14,3337,1363965983556,437,705,1
14,3337,1363965983556,437,705,1
14,3337,1363965983852,437,698,1
14,3337,1363965983852,437,698,1
14,3337,1363965983868,437,698,1
14,3337,1363965983884,437,698,1
14,3337,1363965983915,437,698,1
14,3337,1363965984258,437,691,1
14,3337,1363965984305,437,691,1
14,3337,1363965984336,437,691,1
14,3346,1363966068390,209,547,1
14,3346,1363966068405,209,547,1
14,3346,1363966068405,209,547,1
14,3346,1363966068421,209,547,1
14,3346,1363966068421,209,547,1
14,3346,1363966068436,209,547,1
14,3346,1363966068702,223,541,1
14,3346,1363966068717,223,541,1
14,3346,1363966068733,223,541,1
14,3346,1363966068733,223,541,1
14,3346,1363966068748,223,541,1
14,3346,1363966068748,223,541,1
14,3346,1363966069014,223,541,1
14,3346,1363966069029,223,541,1
14,3346,1363966069029,223,541,1
14,3346,1363966069045,223,541,1
14,3346,1363966069045,223,541,1
14,3346,1363966069060,223,541,1
14,3346,1363966069341,223,541,1
14,3346,1363966069357,223,541,1
14,3346,1363966069372,223,541,1
14,3346,1363966069388,223,541,1
14,3346,1363966069388,223,541,1
14,3346,1363966069404,223,541,1
14,3346,1363966069700,223,541,1
14,3346,1363966069716,223,541,1
14,3346,1363966069731,223,541,1
14,3346,1363966069731,223,541,1
14,3346,1363966069747,223,541,1
14,3346,1363966069747,223,541,1
14,3346,1363966070043,223,541,1
14,3346,1363966070059,223,541,1
14,3346,1363966070074,223,541,1
14,3346,1363966070074,223,541,1
14,3346,1363966070090,223,541,1
14,3346,1363966070106,223,541,1
14,3346,1363966070386,223,541,1
14,3346,1363966070402,223,541,1
14,3346,1363966070418,223,541,1
14,3346,1363966070418,223,541,1
14,3346,1363966070433,223,541,1
14,3346,1363966070433,223,541,1
14,3346,1363966070730,223,541,1
14,3346,1363966070745,223,541,1
14,3346,1363966070745,223,541,1
14,3346,1363966070761,223,541,1
14,3346,1363966070761,223,541,1
14,3346,1363966070776,223,541,1
14,3346,1363966071042,223,541,1
14,3346,1363966071057,223,541,1
14,3346,1363966071073,223,541,1
14,3346,1363966071088,223,541,1
14,3346,1363966071088,223,541,1
14,3346,1363966071104,223,541,1
14,3346,1363966071104,223,541,1
14,3346,1363966071385,223,541,1
14,3346,1363966071400,223,541,1
14,3346,1363966071416,223,541,1
14,3346,1363966071416,223,541,1
14,3346,1363966071432,223,541,1
14,3346,1363966071432,223,541,1
14,3346,1363966074754,223,547,1
14,3346,1363966080433,223,548,-1
14,3346,1363966080433,223,548,-1
14,3346,1363966080448,223,548,-1
14,3346,1363966080464,223,548,-1
14,3346,1363966080495,223,548,-1
14,3346,1363966080963,210,534,-1
14,3346,1363966080994,210,528,-1
14,3346,1363966080994,210,528,-1
14,3346,1363966081026,210,528,-1
14,3346,1363966081041,210,528,-1
14,3346,1363966081072,210,528,-1
14,3346,1363966081088,210,528,-1
14,3346,1363966081119,210,528,-1
14,3346,1363966081384,211,526,-1
14,3346,1363966081416,233,512,-1
14,3346,1363966081447,240,509,-1
14,3346,1363966081462,241,509,-1
14,3346,1363966081478,241,509,-1
14,3346,1363966081494,241,509,-1
14,3346,1363966081525,243,509,-1
14,3346,1363966081821,249,501,-1
14,3346,1363966081852,258,487,-1
14,3346,1363966081868,263,483,-1
14,3346,1363966081884,267,483,-1
14,3346,1363966081899,270,483,-1
14,3346,1363966081899,270,483,-1
14,3346,1363966081930,270,483,-1
14,3346,1363966082227,270,483,-1
14,3346,1363966082258,271,483,-1
14,3346,1363966082274,274,483,-1
14,3346,1363966082289,277,482,-1
14,3346,1363966082305,281,482,-1
14,3346,1363966082320,281,482,-1
14,3346,1363966082336,281,482,-1
14,3346,1363966082601,281,482,-1
14,3346,1363966082617,281,482,-1
14,3346,1363966082632,281,482,-1
14,3346,1363966082648,281,482,-1
14,3346,1363966082664,281,482,-1
14,3346,1363966082679,281,482,-1
14,3346,1363966082695,281,482,-1
14,3346,1363966083007,290,470,-1
14,3346,1363966083022,294,463,-1
14,3346,1363966083022,294,463,-1
14,3346,1363966083038,294,463,-1
14,3346,1363966083054,294,463,-1
14,3346,1363966083069,294,463,-1
14,3346,1363966083085,294,463,-1
14,3346,1363966083100,294,463,-1
14,3346,1363966083132,294,463,-1
14,3346,1363966083428,294,463,-1
14,3346,1363966083428,294,463,-1
14,3346,1363966083444,294,463,-1
14,3346,1363966083459,294,463,-1
14,3346,1363966083475,294,463,-1
